id_entrega,id_pedido,data_envio,data_prevista,data_entregue,transportadora,custo_frete_real,tentativas
1708,PED-15681,2025-02-14,2025-02-21,2025-02-18,correios,31.5,3
1709,PED-99054,2024-09-09,2024-09-20,2024-09-18,Total Express,27.83,3
1710,PED-55663,2026-01-12,2026-01-23,2026-01-23,Correios,43.78,4
1711,PED-44786,2025-12-02,2025-12-14,2025-12-15,Correios,112.13,2
1712,PED-51976,2025-10-25,2025-11-06,2025-11-04,correios,59.56,4
1713,PED-85739,2025-05-21,2025-05-24,2025-05-21,Total Express,134.67,3
1714,PED-52343,2025-03-26,2025-03-30,2025-03-27,correios,32.01,4
1715,PED-74776,2024-08-04,2024-08-11,2024-08-12,Total Express,71.53,4
1716,PED-53707,2024-08-15,2024-08-26,2024-09-01,correios,113.88,2
1717,PED-82002,2026-01-05,2026-01-13,2026-01-15,Total Express,79.11,4
1718,PED-40161,2024-04-30,2024-05-10,2024-05-14,Total Express,19.04,4
1719,PED-38748,2024-04-09,2024-04-19,2024-04-24,Correios,39.05,1
1720,PED-57500,2025-04-01,2025-04-06,2025-04-02,Total Express,134.41,1
1721,PED-57298,2025-10-15,2025-10-17,2025-10-18,correios,46.9,2
1722,PED-41784,2025-05-24,2025-06-03,2025-06-05,correios,117.27,1
1723,PED-28753,2024-05-14,2024-05-18,2024-05-15,Total Express,104.77,4
1724,PED-23894,2024-03-04,2024-03-11,2024-03-07,Correios,70.94,2
1725,PED-57873,2024-08-02,2024-08-04,2024-08-02,correios,18.43,1
1726,PED-64590,2024-03-13,2024-03-15,2024-03-20,correios,109.04,4
1727,PED-49257,2024-10-26,2024-10-30,2024-11-03,Total Express,62.32,3
1728,PED-11731,2025-06-22,2025-07-01,2025-07-07,Jadlog,22.69,1
1729,PED-89190,2024-07-23,2024-08-04,2024-07-31,correios,74.43,1
1730,PED-99116,2025-09-11,2025-09-19,2025-09-21,Total Express,81.15,3
1731,PED-50112,2024-11-14,2024-11-25,2024-11-29,correios,63.92,2
1732,PED-78354,2024-06-03,2024-06-09,2024-06-06,Total Express,137.09,2
1733,PED-91139,2024-11-28,2024-12-03,2024-12-05,Correios,36.9,2
1734,PED-20119,2025-01-07,2025-01-17,2025-01-22,Total Express,71.02,4
1735,PED-17165,2025-02-21,2025-03-01,2025-02-27,Jadlog,93.36,2
1736,PED-23683,2024-10-06,2024-10-12,2024-10-09,Correios,55.88,3
1737,PED-46989,2025-09-15,2025-09-17,2025-09-16,correios,79.49,1
1738,PED-11438,2025-05-30,2025-06-04,2025-06-09,Jadlog,32.78,2
1739,PED-41501,2024-10-28,2024-11-09,2024-11-05,Jadlog,19.23,1
1740,PED-15987,2024-10-13,2024-10-24,2024-10-27,Correios,49.52,3
1741,PED-47015,2025-01-25,2025-01-27,2025-01-28,Total Express,74.03,3
1742,PED-26976,2025-10-14,2025-10-22,2025-10-23,Correios,51.73,1
1743,PED-13104,2025-05-21,2025-05-31,2025-05-29,Total Express,70.96,1
1744,PED-29862,2025-10-26,2025-11-01,2025-10-30,Total Express,18.4,1
1745,PED-99320,2025-01-02,2025-01-07,2025-01-06,correios,109.48,2
1746,PED-89788,2025-11-10,2025-11-20,2025-11-24,Jadlog,67.07,2
1747,PED-57227,2026-01-02,2026-01-09,2026-01-09,Total Express,13.28,4
1748,PED-90004,2025-05-14,2025-05-19,2025-05-18,Correios,134.46,4
1749,PED-28693,2025-12-03,2025-12-06,2025-12-02,Jadlog,80.22,1
1750,PED-69612,2025-10-22,2025-10-31,2025-10-28,Jadlog,30.4,3
1751,PED-46715,2025-08-16,2025-08-20,2025-08-17,Jadlog,54.64,1
1752,PED-43809,2025-09-09,2025-09-13,2025-09-16,Total Express,137.16,4
1753,PED-26248,2025-08-08,2025-08-20,2025-08-18,Total Express,13.23,3
1754,PED-91223,2025-08-11,2025-08-19,2025-08-21,correios,66.19,3
1755,PED-99417,2024-07-26,2024-08-02,2024-07-30,Total Express,74.78,3
1756,PED-91345,2025-09-24,2025-10-06,2025-10-02,Correios,105.82,2
1757,PED-30258,2025-02-24,2025-03-06,2025-03-02,Correios,46.37,2
1758,PED-19565,2025-09-16,2025-09-27,2025-09-29,correios,59.25,4
1759,PED-55735,2025-04-10,2025-04-22,2025-04-19,Total Express,69.84,4
1760,PED-33628,2024-10-13,2024-10-16,2024-10-13,Correios,129.1,4
1761,PED-62628,2025-02-10,2025-02-18,2025-02-17,Jadlog,16.51,3
1762,PED-37870,2025-04-16,2025-04-27,2025-04-30,Total Express,23.09,4
1763,PED-30413,2025-02-18,2025-02-20,2025-02-24,Total Express,27.21,2
1764,PED-14105,2025-09-08,2025-09-15,2025-09-20,Total Express,16.24,3
1765,PED-37973,2024-02-06,2024-02-14,2024-02-17,Correios,35.92,1
1766,PED-45369,2025-10-12,2025-10-24,2025-10-26,Jadlog,91.91,1
1767,PED-45901,2024-09-16,2024-09-20,2024-09-17,Total Express,18.79,4
1768,PED-38063,2024-08-27,2024-09-04,2024-09-08,Jadlog,32.3,1
1769,PED-54829,2024-03-09,2024-03-12,2024-03-14,Jadlog,29.72,3
1770,PED-72324,2026-02-01,2026-02-09,2026-02-12,correios,135.46,4
1771,PED-61005,2024-03-26,2024-04-02,2024-04-07,Correios,82.04,2
1772,PED-85823,2025-07-11,2025-07-14,2025-07-20,correios,50.73,3
1773,PED-70117,2024-09-13,2024-09-15,2024-09-13,correios,73.93,3
1774,PED-63265,2024-05-09,2024-05-12,2024-05-18,Jadlog,76.73,1
1775,PED-93138,2024-11-28,2024-12-07,2024-12-05,Total Express,92.34,1
1776,PED-34596,2026-02-03,2026-02-05,2026-02-04,Total Express,99.93,2
1777,PED-38329,2025-08-13,2025-08-24,2025-08-26,Jadlog,35.69,2
1778,PED-11883,2025-04-13,2025-04-25,2025-04-30,Jadlog,115.42,1
1779,PED-75809,2025-04-25,2025-05-01,2025-05-01,Correios,100.31,4
1780,PED-56101,2024-08-13,2024-08-21,2024-08-23,Jadlog,117.32,4
1781,PED-24860,2025-03-09,2025-03-19,2025-03-20,correios,68.56,3
1782,PED-87973,2026-01-28,2026-02-01,2026-02-05,correios,79.64,4
1783,PED-99165,2024-12-22,2024-12-28,2025-01-03,Total Express,91.7,1
1784,PED-21749,2024-05-16,2024-05-19,2024-05-16,Correios,89.35,4
1785,PED-91766,2025-11-24,2025-11-27,2025-11-30,Correios,91.63,1
1786,PED-65134,2024-12-13,2024-12-25,2024-12-25,correios,37.42,4
1787,PED-25007,2025-12-31,2026-01-10,2026-01-12,correios,121.04,1
1788,PED-64124,2024-04-07,2024-04-14,2024-04-17,Total Express,9.0,3
1789,PED-47172,2025-06-25,2025-06-30,2025-07-04,Jadlog,124.11,3
1790,PED-98250,2024-12-21,2024-12-27,2024-12-29,correios,8.55,4
1791,PED-13440,2025-12-04,2025-12-06,2025-12-02,correios,112.35,3
1792,PED-84997,2024-12-26,2025-01-02,2024-12-31,Total Express,39.92,4
1793,PED-94467,2024-10-05,2024-10-10,2024-10-15,Total Express,117.37,4
1794,PED-61172,2026-01-30,2026-02-03,2026-02-09,correios,61.21,3
1795,PED-67331,2024-06-13,2024-06-23,2024-06-21,correios,21.14,2
1796,PED-92764,2025-12-23,2026-01-02,2025-12-30,Total Express,119.28,3
1797,PED-52258,2024-12-06,2024-12-16,2024-12-14,correios,20.31,1
1798,PED-92430,2025-08-26,2025-09-03,2025-08-30,correios,11.67,1
1799,PED-13314,2024-11-16,2024-11-27,2024-11-29,correios,137.81,3
1800,PED-95527,2025-03-25,2025-03-29,2025-03-28,correios,47.19,2
1801,PED-96410,2025-03-31,2025-04-08,2025-04-08,Correios,44.3,2
1802,PED-93674,2026-01-26,2026-02-07,2026-02-03,Correios,22.64,1
1803,PED-47022,2024-11-08,2024-11-11,2024-11-09,Jadlog,126.09,1
1804,PED-57369,2024-03-16,2024-03-19,2024-03-22,correios,59.59,4
1805,PED-19643,2025-05-27,2025-05-29,2025-05-31,Total Express,134.62,1
1806,PED-65038,2024-11-03,2024-11-08,2024-11-14,Total Express,125.44,4
1807,PED-49158,2024-04-21,2024-04-25,2024-04-23,Correios,127.28,1
1808,PED-55453,2025-06-17,2025-06-20,2025-06-21,Total Express,139.33,1
1809,PED-43357,2024-09-06,2024-09-10,2024-09-14,Correios,33.46,1
1810,PED-77894,2024-06-06,2024-06-16,2024-06-12,correios,36.55,3
1811,PED-13866,2025-03-01,2025-03-04,2025-03-03,Jadlog,26.29,1
1812,PED-45870,2024-02-15,2024-02-19,2024-02-19,Total Express,34.3,1
1813,PED-95449,2024-06-30,2024-07-07,2024-07-11,Jadlog,69.65,4
1814,PED-62421,2024-12-14,2024-12-22,2024-12-26,correios,41.01,2
1815,PED-61488,2024-06-08,2024-06-20,2024-06-20,Correios,85.04,3
1816,PED-73941,2024-09-18,2024-09-22,2024-09-21,Total Express,124.54,4
1817,PED-51779,2025-10-06,2025-10-17,2025-10-17,Correios,88.16,4
1818,PED-56257,2025-08-30,2025-09-04,2025-09-09,Jadlog,126.52,1
1819,PED-14424,2025-02-28,2025-03-09,2025-03-07,Jadlog,85.47,3
1820,PED-79533,2024-03-05,2024-03-16,2024-03-22,Jadlog,60.58,1
1821,PED-66280,2024-03-09,2024-03-13,2024-03-14,correios,55.22,1
1822,PED-58714,2025-01-21,2025-01-26,2025-02-01,Jadlog,27.15,3
1823,PED-51758,2024-02-09,2024-02-12,2024-02-08,Correios,102.62,2
1824,PED-52147,2024-10-31,2024-11-09,2024-11-14,correios,82.14,4
1825,PED-37810,2025-05-22,2025-05-28,2025-06-02,correios,21.59,3
1826,PED-19807,2024-06-07,2024-06-18,2024-06-24,Total Express,98.04,4
1827,PED-35971,2025-06-13,2025-06-20,2025-06-21,correios,14.56,4
1828,PED-45968,2024-02-26,2024-03-06,2024-03-02,Total Express,23.74,4
1829,PED-52844,2024-02-24,2024-02-28,2024-03-04,Total Express,39.21,1
1830,PED-94366,2025-05-30,2025-06-05,2025-06-01,Correios,128.34,3
1831,PED-14850,2024-07-17,2024-07-21,2024-07-23,Correios,52.54,1
1832,PED-22467,2026-01-23,2026-01-26,2026-01-29,Total Express,103.47,3
1833,PED-62473,2024-08-15,2024-08-22,2024-08-23,Correios,81.45,3
1834,PED-16169,2025-10-31,2025-11-09,2025-11-14,Total Express,47.39,4
1835,PED-25913,2024-07-15,2024-07-24,2024-07-30,Jadlog,131.78,1
1836,PED-16269,2024-07-17,2024-07-19,2024-07-18,Correios,26.31,3
1837,PED-32307,2024-06-29,2024-07-07,2024-07-06,Correios,33.23,3
1838,PED-16880,2024-03-19,2024-03-29,2024-03-25,Jadlog,124.6,1
1839,PED-49883,2024-11-23,2024-11-26,2024-11-22,Correios,42.81,4
1840,PED-28056,2025-09-05,2025-09-11,2025-09-09,Total Express,23.83,3
1841,PED-64171,2024-05-09,2024-05-13,2024-05-18,Total Express,96.21,2
1842,PED-96673,2024-11-12,2024-11-23,2024-11-26,Total Express,136.88,3
1843,PED-22032,2025-03-31,2025-04-09,2025-04-08,Jadlog,109.14,1
1844,PED-41768,2024-09-02,2024-09-09,2024-09-13,correios,99.74,1
1845,PED-37849,2025-02-05,2025-02-14,2025-02-10,Correios,96.51,4
1846,PED-73916,2024-03-31,2024-04-08,2024-04-07,Correios,52.94,3
1847,PED-95890,2024-06-20,2024-06-26,2024-06-29,correios,119.91,1
1848,PED-57663,2025-12-14,2025-12-18,2025-12-17,Total Express,136.71,2
1849,PED-18996,2024-02-28,2024-03-07,2024-03-06,Jadlog,63.85,3
1850,PED-23377,2024-11-09,2024-11-20,2024-11-26,correios,68.85,1
1851,PED-12174,2025-10-07,2025-10-10,2025-10-09,Total Express,32.69,1
1852,PED-79584,2025-06-26,2025-07-05,2025-07-11,Total Express,54.46,1
1853,PED-56455,2025-02-16,2025-02-26,2025-02-23,Total Express,35.99,4
1854,PED-76574,2025-11-28,2025-12-08,2025-12-10,Jadlog,15.02,3
1855,PED-16440,2024-08-27,2024-09-03,2024-08-31,Total Express,104.62,4
1856,PED-34831,2025-04-02,2025-04-07,2025-04-07,Total Express,31.32,3
1857,PED-74699,2025-09-18,2025-09-28,2025-10-03,Total Express,22.41,1
1858,PED-24559,2025-02-21,2025-03-05,2025-03-04,correios,23.2,1
1859,PED-41295,2024-07-12,2024-07-23,2024-07-23,Correios,78.24,3
1860,PED-63026,2024-12-05,2024-12-10,2024-12-15,Total Express,59.86,2
1861,PED-36962,2025-10-25,2025-10-31,2025-11-03,correios,111.72,3
1862,PED-88159,2024-09-02,2024-09-14,2024-09-14,Jadlog,104.87,1
1863,PED-91542,2024-04-06,2024-04-10,2024-04-14,Total Express,105.56,2
1864,PED-99318,2025-06-16,2025-06-20,2025-06-21,Correios,30.0,3
1865,PED-11669,2025-12-15,2025-12-24,2025-12-22,Total Express,64.49,1
1866,PED-20089,2024-11-05,2024-11-09,2024-11-09,correios,97.65,1
1867,PED-72105,2024-03-13,2024-03-24,2024-03-25,Correios,72.46,2
1868,PED-15921,2025-10-16,2025-10-25,2025-10-22,Correios,82.88,3
1869,PED-75948,2025-07-08,2025-07-13,2025-07-17,correios,107.66,1
1870,PED-53997,2026-01-23,2026-01-26,2026-01-26,Total Express,72.77,3
1871,PED-96954,2025-07-15,2025-07-25,2025-07-25,Total Express,41.47,4
1872,PED-49470,2025-01-11,2025-01-13,2025-01-14,Jadlog,125.66,4
1873,PED-99887,2025-12-15,2025-12-18,2025-12-18,Correios,27.52,4
1874,PED-28564,2025-12-27,2026-01-01,2026-01-07,Jadlog,73.71,2
1875,PED-57109,2025-12-11,2025-12-22,2025-12-24,correios,106.26,2
1876,PED-24146,2025-06-15,2025-06-23,2025-06-29,Jadlog,123.78,4
1877,PED-44774,2025-01-15,2025-01-25,2025-01-23,Jadlog,125.22,4
1878,PED-46208,2025-11-02,2025-11-13,2025-11-15,Jadlog,33.16,3
1879,PED-66814,2025-03-08,2025-03-19,2025-03-16,Total Express,82.8,3
1880,PED-11092,2024-11-27,2024-12-03,2024-11-30,Total Express,130.39,2
1881,PED-29690,2024-10-05,2024-10-14,2024-10-20,Jadlog,90.34,2
1882,PED-47782,2024-05-10,2024-05-16,2024-05-19,Correios,113.57,1
1883,PED-38485,2024-11-15,2024-11-24,2024-11-20,Jadlog,116.96,1
1884,PED-50084,2024-08-28,2024-08-30,2024-09-02,Correios,64.8,1
1885,PED-28051,2025-03-10,2025-03-12,2025-03-12,Jadlog,123.99,2
1886,PED-28696,2024-07-30,2024-08-02,2024-08-02,correios,65.03,1
1887,PED-14212,2025-08-31,2025-09-06,2025-09-05,Total Express,131.15,2
1888,PED-60625,2024-06-11,2024-06-23,2024-06-29,Total Express,60.68,1
1889,PED-88255,2024-05-22,2024-05-28,2024-05-28,Jadlog,30.88,4
1890,PED-85781,2024-12-10,2024-12-22,2024-12-23,correios,98.2,2
1891,PED-64566,2025-12-09,2025-12-15,2025-12-13,correios,47.74,1
1892,PED-92355,2024-07-26,2024-08-01,2024-08-06,Total Express,80.05,4
1893,PED-28167,2025-11-20,2025-11-28,2025-11-25,Total Express,99.63,3
1894,PED-66055,2024-08-29,2024-09-07,2024-09-08,Total Express,63.51,4
1895,PED-83257,2025-06-17,2025-06-26,2025-06-22,Correios,134.39,4
1896,PED-90636,2024-10-21,2024-10-24,2024-10-22,Jadlog,111.84,3
1897,PED-81207,2025-02-04,2025-02-08,2025-02-13,Jadlog,15.07,4
1898,PED-97828,2024-12-03,2024-12-07,2024-12-09,Correios,69.09,4
1899,PED-17168,2025-03-18,2025-03-20,2025-03-17,Jadlog,117.55,1
1900,PED-22766,2024-06-09,2024-06-16,2024-06-21,Jadlog,82.64,3
1901,PED-86626,2024-06-27,2024-06-29,2024-06-26,Correios,100.61,2
1902,PED-27878,2025-04-28,2025-05-08,2025-05-11,correios,126.15,2
1903,PED-50749,2026-01-10,2026-01-16,2026-01-22,Correios,114.34,2
1904,PED-10004,2025-12-29,2026-01-01,2025-12-29,correios,87.7,1
1905,PED-42401,2025-05-18,2025-05-28,2025-05-25,correios,21.68,1
1906,PED-61211,2025-06-02,2025-06-12,2025-06-15,Correios,130.24,3
1907,PED-34123,2024-03-13,2024-03-21,2024-03-24,correios,119.11,3
1908,PED-67557,2025-08-09,2025-08-20,2025-08-26,Correios,65.07,1
1909,PED-96175,2025-07-30,2025-08-03,2025-08-01,correios,30.54,2
1910,PED-48015,2024-02-08,2024-02-17,2024-02-20,Jadlog,96.11,4
1911,PED-46068,2025-06-17,2025-06-24,2025-06-30,Total Express,58.93,1
1912,PED-65683,2026-01-29,2026-02-07,2026-02-09,correios,11.69,4
1913,PED-61043,2024-11-30,2024-12-03,2024-12-08,Correios,84.63,1
1914,PED-96139,2024-04-28,2024-05-10,2024-05-16,Total Express,13.63,3
1915,PED-70076,2025-04-16,2025-04-20,2025-04-23,Jadlog,9.2,2
1916,PED-75956,2025-07-12,2025-07-19,2025-07-23,correios,54.05,4
1917,PED-32871,2024-09-02,2024-09-12,2024-09-09,correios,54.45,3
1918,PED-46482,2024-08-07,2024-08-16,2024-08-14,Jadlog,129.9,1
1919,PED-59351,2024-07-14,2024-07-26,2024-07-29,Total Express,87.97,2
1920,PED-96364,2024-10-03,2024-10-14,2024-10-18,Jadlog,25.08,3
1921,PED-55625,2025-04-17,2025-04-28,2025-05-03,Total Express,16.92,1
1922,PED-22653,2025-04-30,2025-05-04,2025-05-03,Correios,73.93,4
1923,PED-41013,2025-07-06,2025-07-13,2025-07-12,Correios,126.77,2
1924,PED-18437,2024-07-14,2024-07-22,2024-07-24,Correios,88.77,1
1925,PED-67872,2024-06-04,2024-06-06,2024-06-03,Jadlog,88.06,1
1926,PED-24111,2025-07-26,2025-07-30,2025-07-31,Total Express,57.85,2
1927,PED-74369,2024-12-26,2024-12-31,2024-12-31,Total Express,97.61,2
1928,PED-66893,2024-04-06,2024-04-11,2024-04-09,correios,19.35,1
1929,PED-22609,2024-09-04,2024-09-16,2024-09-22,correios,12.39,2
1930,PED-63480,2025-08-17,2025-08-19,2025-08-20,Correios,52.97,4
1931,PED-84759,2025-02-12,2025-02-17,2025-02-16,Total Express,74.11,3
1932,PED-28071,2024-04-17,2024-04-28,2024-05-02,Correios,65.93,4
1933,PED-20242,2025-01-05,2025-01-08,2025-01-13,correios,111.28,3
1934,PED-75367,2025-10-24,2025-10-27,2025-10-24,correios,14.8,3
1935,PED-47997,2025-10-08,2025-10-10,2025-10-09,Jadlog,59.54,3
1936,PED-47757,2024-12-27,2024-12-30,2024-12-28,Correios,78.54,2
1937,PED-75542,2024-04-05,2024-04-15,2024-04-20,Jadlog,60.7,1
1938,PED-86385,2024-08-02,2024-08-12,2024-08-09,Total Express,131.67,3
1939,PED-14230,2025-11-16,2025-11-28,2025-11-24,Jadlog,63.63,2
1940,PED-28256,2026-01-06,2026-01-13,2026-01-09,correios,80.22,3
1941,PED-40882,2025-06-14,2025-06-26,2025-06-22,Total Express,17.62,1
1942,PED-64557,2024-11-28,2024-12-05,2024-12-02,Correios,125.15,4
1943,PED-15471,2025-09-21,2025-09-25,2025-09-25,Correios,12.7,2
1944,PED-66559,2025-05-03,2025-05-15,2025-05-16,Total Express,48.05,2
1945,PED-13454,2025-09-12,2025-09-14,2025-09-10,correios,78.51,4
1946,PED-12371,2024-06-16,2024-06-28,2024-07-04,Total Express,14.88,4
1947,PED-65945,2024-06-25,2024-06-29,2024-07-01,correios,23.26,1
1948,PED-56109,2024-03-05,2024-03-16,2024-03-17,correios,53.29,1
1949,PED-22057,2024-09-27,2024-10-02,2024-10-01,Correios,37.98,1
1950,PED-17455,2024-02-19,2024-02-21,2024-02-20,Correios,15.48,4
1951,PED-15730,2024-06-10,2024-06-14,2024-06-14,Jadlog,54.16,2
1952,PED-89445,2025-01-01,2025-01-07,2025-01-05,Total Express,71.19,1
1953,PED-20011,2025-12-27,2026-01-08,2026-01-05,Jadlog,131.86,2
1954,PED-38873,2025-03-19,2025-03-28,2025-03-29,Total Express,102.13,3
1955,PED-95674,2024-07-03,2024-07-13,2024-07-13,correios,77.54,3
1956,PED-75987,2024-08-05,2024-08-12,2024-08-16,Correios,15.13,4
1957,PED-46671,2025-02-14,2025-02-25,2025-02-28,Correios,34.87,2
1958,PED-49968,2024-11-15,2024-11-25,2024-11-24,correios,24.2,2
1959,PED-67708,2025-01-20,2025-01-22,2025-01-21,Total Express,133.8,1
1960,PED-45428,2025-12-21,2025-12-30,2025-12-26,Jadlog,85.65,3
1961,PED-46581,2026-01-30,2026-02-02,2026-01-29,Total Express,73.39,4
1962,PED-15821,2025-02-19,2025-02-27,2025-03-02,correios,35.16,2
1963,PED-79794,2025-11-03,2025-11-15,2025-11-17,Correios,95.17,1
1964,PED-13406,2024-04-19,2024-04-29,2024-04-30,Jadlog,129.8,3
1965,PED-13584,2025-01-20,2025-01-31,2025-01-30,Jadlog,103.8,4
1966,PED-24314,2024-09-30,2024-10-08,2024-10-04,Total Express,133.73,3
1967,PED-65552,2025-12-21,2025-12-31,2026-01-03,Jadlog,29.46,4
1968,PED-27284,2025-07-18,2025-07-27,2025-07-26,Correios,45.05,3
1969,PED-81146,2025-11-27,2025-11-30,2025-11-29,Jadlog,52.55,4
1970,PED-45949,2024-08-15,2024-08-17,2024-08-22,Jadlog,43.47,3
1971,PED-11617,2024-10-06,2024-10-18,2024-10-23,Correios,48.51,3
1972,PED-68170,2025-06-24,2025-06-30,2025-06-28,Total Express,10.28,1
1973,PED-57018,2024-04-10,2024-04-19,2024-04-15,Total Express,92.18,2
1974,PED-85965,2024-12-09,2024-12-17,2024-12-13,Correios,44.49,3
1975,PED-33567,2025-08-31,2025-09-03,2025-09-06,Jadlog,109.11,3
1976,PED-26675,2025-11-24,2025-11-30,2025-12-03,correios,91.2,2
1977,PED-16498,2024-07-22,2024-08-02,2024-08-08,correios,23.11,1
1978,PED-76416,2024-04-23,2024-04-27,2024-05-03,Total Express,84.55,1
1979,PED-17970,2024-09-29,2024-10-09,2024-10-08,Jadlog,136.74,1
1980,PED-80836,2024-04-14,2024-04-26,2024-04-27,Correios,87.28,3
1981,PED-76445,2025-04-16,2025-04-19,2025-04-16,Total Express,22.94,1
1982,PED-52701,2025-11-24,2025-11-29,2025-11-28,Jadlog,117.45,4
1983,PED-65898,2025-12-20,2025-12-23,2025-12-29,Jadlog,26.89,3
1984,PED-53907,2025-01-08,2025-01-19,2025-01-20,Total Express,126.46,3
1985,PED-91515,2025-05-24,2025-06-02,2025-06-02,Correios,29.16,1
1986,PED-87493,2024-05-15,2024-05-21,2024-05-19,Correios,22.02,2
1987,PED-76608,2025-12-17,2025-12-24,2025-12-28,Jadlog,132.07,4
1988,PED-96122,2025-06-29,2025-07-10,2025-07-06,correios,58.3,1
1989,PED-84108,2025-08-18,2025-08-21,2025-08-20,Total Express,79.14,1
1990,PED-89574,2024-08-11,2024-08-21,2024-08-17,Total Express,95.01,4
1991,PED-35562,2025-01-23,2025-01-30,2025-01-30,Jadlog,128.26,3
1992,PED-40263,2025-11-13,2025-11-18,2025-11-19,Total Express,49.56,1
1993,PED-63729,2024-05-23,2024-05-28,2024-05-31,Jadlog,18.52,1
1994,PED-73459,2024-07-16,2024-07-23,2024-07-29,correios,67.26,4
1995,PED-26420,2025-01-28,2025-02-02,2025-02-07,correios,110.49,4
1996,PED-97281,2025-08-30,2025-09-11,2025-09-16,correios,87.93,3
1997,PED-25461,2025-12-11,2025-12-18,2025-12-19,Correios,61.92,2
1998,PED-92920,2024-10-24,2024-11-04,2024-11-07,correios,126.78,4
1999,PED-25832,2025-08-10,2025-08-12,2025-08-10,Total Express,42.77,4
2000,PED-14466,2024-02-11,2024-02-14,2024-02-12,Total Express,11.16,2
2001,PED-77488,2025-12-23,2025-12-26,2025-12-24,Total Express,127.36,3
2002,PED-82999,2025-03-17,2025-03-21,2025-03-23,correios,101.98,1
2003,PED-87526,2024-08-28,2024-09-04,2024-09-05,Correios,139.23,1
2004,PED-68837,2024-11-03,2024-11-06,2024-11-07,Total Express,91.27,4
2005,PED-27643,2024-10-04,2024-10-10,2024-10-13,correios,103.53,1
2006,PED-87798,2025-12-07,2025-12-11,2025-12-07,Jadlog,96.96,4
2007,PED-67486,2025-01-29,2025-02-06,2025-02-07,correios,75.14,3
2008,PED-48974,2024-11-14,2024-11-17,2024-11-16,Total Express,53.03,4
2009,PED-60340,2025-06-23,2025-06-29,2025-06-30,Jadlog,107.96,2
2010,PED-66431,2025-07-16,2025-07-18,2025-07-17,Jadlog,83.92,3
2011,PED-47328,2024-08-23,2024-08-26,2024-08-27,correios,23.65,3
2012,PED-39312,2025-01-12,2025-01-21,2025-01-24,correios,46.08,3
2013,PED-40366,2025-01-10,2025-01-21,2025-01-18,Jadlog,26.61,2
2014,PED-32131,2026-01-08,2026-01-18,2026-01-22,Correios,86.99,1
2015,PED-35576,2025-05-19,2025-05-29,2025-06-02,Correios,72.46,1
2016,PED-46941,2024-08-05,2024-08-12,2024-08-11,Total Express,104.64,2
2017,PED-24367,2024-11-07,2024-11-16,2024-11-16,Correios,66.66,4
2018,PED-21385,2024-07-21,2024-07-30,2024-07-30,correios,139.09,1
2019,PED-39155,2024-11-26,2024-12-03,2024-11-30,Correios,51.18,3
2020,PED-92657,2024-07-23,2024-07-29,2024-08-01,Correios,101.3,3
2021,PED-23164,2024-03-28,2024-03-30,2024-04-01,Jadlog,33.13,1
2022,PED-11044,2024-04-05,2024-04-17,2024-04-23,correios,26.07,4
2023,PED-35647,2024-02-29,2024-03-05,2024-03-11,Jadlog,70.06,4
2024,PED-47040,2025-10-31,2025-11-04,2025-11-07,correios,34.21,1
2025,PED-10419,2024-11-11,2024-11-21,2024-11-20,Total Express,16.88,2
2026,PED-64808,2025-11-07,2025-11-11,2025-11-07,Jadlog,88.97,2
2027,PED-73469,2024-02-14,2024-02-26,2024-02-27,correios,123.88,2
2028,PED-73577,2025-04-07,2025-04-13,2025-04-19,Total Express,113.17,4
2029,PED-81226,2024-11-09,2024-11-20,2024-11-21,Total Express,47.0,2
2030,PED-64997,2025-11-23,2025-11-26,2025-11-26,Total Express,50.95,4
2031,PED-70913,2024-12-03,2024-12-06,2024-12-04,Jadlog,95.2,3
2032,PED-73404,2025-08-13,2025-08-21,2025-08-19,Total Express,87.34,2
2033,PED-45117,2024-05-14,2024-05-16,2024-05-16,correios,125.46,4
2034,PED-52361,2025-08-05,2025-08-07,2025-08-11,Jadlog,97.1,4
2035,PED-65731,2024-02-28,2024-03-07,2024-03-10,Total Express,42.41,1
2036,PED-38697,2024-09-17,2024-09-23,2024-09-26,Jadlog,91.99,1
2037,PED-63714,2024-08-28,2024-09-03,2024-09-06,correios,83.57,2
2038,PED-91957,2024-04-19,2024-04-29,2024-04-28,Correios,133.12,3
2039,PED-80748,2024-06-02,2024-06-06,2024-06-11,Correios,133.44,1
2040,PED-53684,2024-06-11,2024-06-19,2024-06-16,Jadlog,109.22,1
2041,PED-77980,2024-04-30,2024-05-12,2024-05-08,correios,55.8,2
2042,PED-61842,2025-01-03,2025-01-07,2025-01-11,correios,46.3,2
2043,PED-64184,2024-12-29,2025-01-05,2025-01-06,correios,80.99,2
2044,PED-12625,2025-10-29,2025-10-31,2025-10-27,Correios,74.2,4
